CustomerID,CustomerName,Address,Phone,CustSetupDate,Lat,Lng
JOHNHO,JOHN HOWARD SOCIETY,763 KINGSWAY AVENUE VANCOUVER  BC V5V 3C2,7788899981,2018-08-22 15:11:15,49.256075,-123.0879345
PARAM1,PARAMAX HOMES ,16036 - 617 BELMONT STREET DELTA  BC V3M 5Z8,6042812232,2018-02-07 10:21:36,49.2121182,-122.9204855
DENTTR,DENTAL TRIBUNE AMERICA,116 WEST 23RD STREET  STE#500 NEW YORK  NY   10011,2122447181,2018-08-22 10:56:54,,
PRECWA,PRECISION WAY PROJECTS LTD.,882 EAST 19TH AVENUE VANCOUVER  BC  V5V 1K5,6047906676,2018-08-28 07:56:21,49.2534263,-123.0861255
WALLC1,WALL CENTRE CONSTRUCTION LTD.,3502 - 1088 BURRARD STREET  VANCOUVER  BC V6Z 2R9,6048937326,2018-03-22 14:03:21,49.2801058,-123.1270521
SPIRCO,SPIRE CONSTRUCTION INC.,#106 - 7088 VENTURE STREET DELTA  BC  V4G 1H5,6043686032,2019-06-17 14:31:25,,
UPPCAN,UPPER CANADA SPECIALTY HARDWARE LTD.,4307 CANADA WAY BURNABY  BC   V5G 4J9,6047645607,2018-08-28 10:59:23,49.2548033,-123.0076844
ISLEMA,ISLE OF MANN CONSTRUCTION LTD.,304 - 15292 CROYDON DRIVE SURREY  BC V3Z 0Z5,7788922421,2018-08-22 14:28:51,49.0595042,-122.7985658
SKILCA,SKILLS CANADA BC,3777 KINGSWAY BURNABY  BC  V5H 3Z7,,2019-07-18 13:42:00,49.2330268,-123.0221921
ABROOF,ABSOLUTE ROOF SOLUTIONS INC.,1269 - 224 STREET LANGLEY  BC  V2Z 2W7,6042630343,2018-08-22 09:44:58,49.0247941,-122.6037099
BOLDE1,BOLD EVENT CREATIVE ,7570 CONRAD STREET  BURNABY  BC V5A 2H7,6044377677,2018-02-07 09:48:17,49.24565699999999,-122.9426981
CMENV1,CM ENVIRONMENTAL INC,104- 8136 130 STREET  SURREY  BC V3W 8J9,,2018-02-07 09:52:41,49.15117739999999,-122.8613753
ARBELL,A & R BELLEY INC.,1035 PANNETON STREET SHERBROOKE  QC  J1K 2B3,8663417203,2018-08-22 09:57:29,45.38965330000001,-71.9402862
HYDROT,HYDRO TECH POWER WASHING INC.,7327 PANDORA STREET BURNABY  BC  V5A 1B8,7789286768,2018-08-22 14:22:05,49.28259310000001,-122.9497696
DAWNC1,DAWN CONSTRUCTION,UNIT 105 18418 53RD AVENUE  SURREY  BC V3S 7A4,6045762711,2018-02-07 09:53:43,49.0987033,-122.7121807
ZONIN1,ZONING CONSTRUCTION LTD.,151 - 10090 152ND STREET  SURREY  BC V3R 8X8,6048617197,2017-07-10 17:49:22,49.1857461,-122.8003903
DNPCO1,DNP CONSTRUCTION,7099 195A STREET  SURREY  BC V4N 5Z3,,2017-06-19 16:25:28,49.131826,-122.6808816
DIVIS1,DIVISION 2 - DO NOT USE,10553 120TH STREET  SURREY  BC V3V 4G5,6045894663,2020-03-09 09:46:43,49.1945621,-122.8887714
CYCDE1,CYC DESIGN CORPORATION,2772 NATAL STREET VANCOUVER  BC  V5M 2H1,6043658598,2018-08-22 10:55:19,49.2600827,-123.0298214
HCCOLD,HC COLD STORAGE INC.,21771 FRASERWOOD HIGHWAY RICHMOND  BC V6W 1J5,6044739333,2019-01-17 00:00:00,49.16517289999999,-122.9793666
ROYDEN,ROY DENNIS ROOFING (2005) LTD.,2420 VISCOUNT WAY RICHMOND  BC  V6V 1N1,6042780442,2019-09-10 10:48:56,49.1949716,-123.0782828
BELPRO,BELFOR PROPERTY RESTORATION,3300 BRIDGEWAY STREET VANCOUVER  BC  V5K 1H9,7788470315,2018-08-22 10:09:31,49.2882099,-123.0319574
EZEKCO,EZEKIEL CONTRACTING INC.,10343 240A STREET MAPLE RIDGE  BC V2W 0G4,6044014697,2018-09-25 12:08:31,49.2077734,-122.5558443
HORIZL,HORIZON LANDSCAPE CONTRACTORS,4104 - 232 STREET LANGLEY  BC  V2Z 2K2,6045339757,2018-08-22 14:05:24,49.0764236,-122.5812511
STAGE3,STAGE 3 RENEWABLES INC.,11882 SYLVESTER ROAD MISSION  BC  V2V 4J1,6045187105,2018-08-28 10:42:20,49.2194336,-122.2278393
PROCAN,PRO-CAN CONSTRUCTION GROUP CORP.,117 - 3993 HENNING DRIVE BURNABY  BC  V5C 6P7,6048756388,2018-08-28 07:58:00,49.26504509999999,-123.0162834
TIDALL,TIDAL LIVING,77 EAST HASTINGS STREET VANCOUVER  BC  V6A 1M9,7786869566,2018-08-28 10:53:17,49.2815956,-123.1025588
17BLAC,17 BLACK ENTERTAINMENT LTD.,1573 ARBORDALE AVENUE VICTORIA  BC  V8N 5J1,2508914137,2018-08-14 09:02:25,48.4817818,-123.3376331
SIMAL,SIMALEX MANUFACTURING CO. LTD.,19622 TELEGRAPH TRAIL LANGLEY  BC  V1M 3E5,6048881212,2018-08-28 10:32:08,49.1796909,-122.6789375
THAIUN,THAI UNITED FOOD TRADING LTD.,#2 - 7978 NORTH FRASER WAY BURNABY  BC  V5J 0C7,6044374933,2018-08-28 10:50:38,,
MINIMI,MINI MICRO SUPPLY INC. CANADA,524 GORDON BAKER ROAD TORONTO  ON  M2H 3B4,9053057671,2018-08-22 15:41:03,43.8103533,-79.3443509
GRCCOL,GRC COLUMBIA ROOFING,PO BOX 10078  3600 - 248TH ST ALDERGROVE  BC  V4W 1Y8,6048304168,2018-08-22 13:41:18,49.0673896,-122.5363382
BRALIV,BRANDLIVE MANAGEMENT,308 - 611 ALEXANDER STREET VANCOUVER  BC V6A 1E1,6047837134,2018-08-22 10:23:28,49.28388,-123.0974188
PARQVA,PARQ VANCOUVER,220 - 858 BEATTY STREET VANCOUVER  BC  V6B 1C1,6046837277,2018-08-28 07:34:00,49.27685100000001,-123.1147961
ATIRA3,ATIRA DEVELOPMENT SOCIETY,201 - 190 ALEXANDER STREET VANCOUVER  BC  V6A 1B5,6046831256,2018-08-22 10:01:10,49.2840887,-123.0995227
SPACEI,SPACE IN TIME PROJECT MANAGEMENT LTD.,2250 - 1055 WEST GEORGIA ST VANCOUVER  BC  V6P 3E3,6043660868,2018-08-28 10:35:25,49.2853911,-123.1215501
DAMACO,DAMA CONSTRUCTION,117 LINDSAY AVENUE DORVAL  QUEBEC  H9H 2S6,5146361676,2019-05-22 16:02:08,45.45555539999999,-73.72641209999999
LIONSG,LIONS GATE EXCAVATION,#202 - 1525 WEST 8TH AVENUE VANCOUVER  BC  V6J 1T5,7789953298,2018-08-28 13:08:41,,
TRILCO,TRILLIUM PROJECT MANAGEMENT LTD.,1525 W. 8TH AVENUE  SUITE 104 VANCOUVER  BC  V6J 1T5,6047140904,2018-12-10 08:00:32,49.26462309999999,-123.1395917
JLCUST,JL CUSTOM CONSTRUCTION LTD.,501 SEVENTH AVENUE NEW WESTMINSTER  BC  V3L 1W8,6047251856,2018-12-05 11:54:09,49.2152135,-122.9212073
AMCDEV,AMC PROJECT MANAGEMENT LTD.,300 - 1275 W. 6TH AVENUE VANCOUVER  BC V6H 1A6,6047879855,2018-12-11 12:00:51,49.2664321,-123.1331434
GATETH,GATEWAY THEATRE,6500 GILBERT ROAD RICHMOND  BC  V7C 3V4,6042474982,2018-08-22 13:35:42,49.1689587,-123.1476725
DURSEA,DURA SEAL LTD,306 - 2071 KINGSWAY AVENUE PORT COQUITLAM  BC  V3C 6N2,6044721919,2018-08-22 12:21:27,49.2595432,-122.7745307
SPRTRA,SPR TRAFFIC SERVICES LP,2895 WESTSHORE PARKWAY VICTORIA  BC  V9B 0B2,6044173881,2018-08-28 10:39:20,48.4560587,-123.539571
VANMAN,VANCOUVER MANSIONS,3016 163 STREET SURREY  BC  V3Z 0E3,6043589406,2020-03-20 14:04:47,49.056719,-122.770396
RELFLA,RELIABLE FLAGGING SERVICES LTD,260 - 22529 LOUGHEED HWY #1112 MAPLE RIDGE  BC  V2X 0T5,6048680621,2019-06-05 12:13:08,,
BUCKWE,BUCKWOLD WESTERN LTD,10207 NORDEL COURT DELTA  BC  V4G 1J9,6045832355,2018-11-20 14:05:11,49.14987559999999,-122.9399657
GALLCO,GALLAGHER CONSTRUCTION INC.,2007 - 2655 BEDFORD STREET PORT COQUITLAM  BC  V3C 0B8,7783234891,2018-08-22 13:35:19,49.2640246,-122.7909356
CANUFL,CANUCK FLAGGING GROUP INC.,UNIT 356 - 8158  128 STREET SURREY  BC  V3W 1R1,6047645700,2019-07-10 10:45:36,49.1514696,-122.8650284
CHAIRD,CHAIR DECOR ETC LTD.,99 ROWNTREE DAIRY ROAD WOODBRIDGE  ON L4L 6C8,9058514007,2018-08-22 10:44:32,43.78589179999999,-79.5505972
VANWHI,VANCOUVER WHITECAPS FC LP,550 - 375 WATER STREET VANCOUVER  BC  V6B 5C6,6046699283,2018-08-28 11:05:35,49.28482349999999,-123.1105755
WESPEA,WESTPEAK DEVELOPMENTS,825 DRAYTON STREET NORTH VANCOUVER  BC V7L 2C2,7788737268,2019-04-02 08:28:19,49.3159403,-123.0509624
ADVAFL,ADVANCE FLOORING INC.,UNIT 1  2419 52ND AVENUE SE CALGARY  AB  T2C 4X7,2042557444,2018-08-22 09:48:56,51.0058393,-114.0038871
DWBCON,DWB CONTRACTING,27 - 1656 ADANAC STREET VANCOUVER  BC V5L 2C6,6046178335,2018-08-22 12:21:56,49.2773975,-123.0714149
AZORCO,AZORA CONSTRUCTION CORPORATION,2645 KINGSWAY VANCOUVER  BC  V5R 5H4,7788960851,2018-08-22 10:03:35,49.2389368,-123.0513126
CMPDEV,CMP DEVELOPMENT GROUP,#209 - 8168 GRANVILLE STREET VANCOUVER  BC  V6P 4Z4,7785582727,2018-08-22 10:51:37,,
TAMPEE,PEETER TAMMARK CONTRACTING,3852 REGENT AVENUE NORTH VANCOUVER  BC  V7N 2C4,6043287514,2018-08-28 10:49:29,49.344598,-123.0599284
TIMELI,TIMELINE FLOORS INC.,101 - 3870 JACOMBS ROAD RICHMOND  BC  V6V 1Y6,7787857364,2018-10-29 16:09:09,49.186305,-123.0799197
UNIWIN,UNISON WINDOWS & DOORS INC.,106 - 1533 BROADWAY STREET PORT COQUITLAM  BC  V3C 6P3,6049806000,2019-05-22 16:06:29,49.24395699999999,-122.763159
NICPIZ,NICLI ANTICA PIZZERIA INC.,62 E. CORDOVA STREET VANCOUVER  BC  V7R 2E5,6047834032,2018-08-27 15:32:42,49.28217919999999,-123.1028313
STRIFO,STRIKE FORCE CONTRACTING,11241 PRINCESS STREET MAPLE RIDGE  BC V2X 1L6,6048363260,2018-08-28 10:45:41,49.20703229999999,-122.6605537
LOOMEX,LOOMIS EXPRESS,7890 EXPRESS STREET BURNABY  BC  V5A 1T4,6048302470,2018-08-22 15:21:51,49.2595567,-122.93478
SILEXC,SILEX RESTORATIONS LTD.,356 HARBOUR AVENUE NORTH VANCOUVER  BC  V7J 2E9,6049858449,2018-08-28 10:31:51,49.3073021,-123.0334209
MARRIO,JW MARRIOTT PARQ VANCOUVER,89 SMITHE STREET VANCOUVER  BC V6B 0R3,6044993254,2019-04-02 10:12:52,49.27624480000001,-123.1145078
ARCONE,ARCONESH MECHANICAL,402 - 215 - 12TH STREET NEW WESTMINSTER  BC  V3M 4H4,7788631376,2017-12-05 09:49:07,49.2019865,-122.9233686
HIMI,HIMI HOLISTIC INTEGRATED MGMT INC.,2173 SOLERNO COURT KELOWNA  BC  V1V 2S4,2508641061,2018-08-22 14:05:01,49.959568,-119.4044878
ALPOME,ALPHA & OMEGA ENDEAVORS INC.,5137 - 246 STREET LANGLEY  BC V2Z 1H9,6048571694,2018-08-22 09:52:29,49.0950623,-122.5430253
ARTFUL,ARTFUL FLOORS INC.,209 - 8351 BENNETT ROAD RICHMOND  BC  V6Y 1N4,7783217116,2019-03-27 12:32:52,49.1613774,-123.1321158
CARGOD,CARGO DYNAMICS LOGISTICS INC.,128 - 21300 GORDON WAY RICHMOND  BC  V6W 1M2,6042731882,2018-08-22 10:40:24,49.1674209,-122.9867811
DENNIS,DENNIS HOYT INC.,10927 - 128A STREET SURREY  BC  V3T 3H8,6047548790,2019-07-10 11:24:47,49.201384,-122.8664955
VICINI,VICINI HOMES WARD LP,#250 - 1311 KOOTENAY STREET VANCOUVER  BC  V5K 4Y3,6042967995,2018-08-28 11:11:05,,
BLAUAS,BLAU & ASSOCIATES,39 SMITHE STREET VANCOUVER  BC  V6B 0R3,7783708900,2018-08-22 10:19:29,49.27537419999999,-123.1128477
IMPERI,IMPERIAL HOSPITALITY GROUP,4125 EAST HASTINGS STREET BURNABY  BC  V5C 2J3,7789960594,2018-08-22 14:10:06,49.2813188,-123.0133101
NORTIL,NORTH SHORE TILING,509 - 110 EAST KEITH ROAD NORTH VANCOUVER  BC  V7L 1T9,6047100208,2018-08-27 15:33:53,49.3133413,-123.059707
SPENCE,SPENCERCREO FOUNDATION,500 - 610 MAIN STREET VANCOUVER  BC  V6A 2V3,7783864836,2018-08-28 10:36:28,49.2801674,-123.0992285
EVERLI,EVERLINE COATINGS & SERVICES VANCOUVER,16718 22 AVENUE SURREY  BC  V3Z 0M3,4034041200,2018-08-22 12:27:28,49.04195000000001,-122.7587383
EDIFIC,EDIFICE MASONRY,408  1730 PENDRELL STREET VANCOUVER  BC  V6G 3A3,6044405586,2018-08-22 12:23:37,49.287017,-123.1397865
GREGHE,GREG HEIMAN,4790 BATTY ROAD PORT ALBERNI  V9Y 8T9,2506184078,2018-08-22 13:43:00,49.299791,-124.809805
JACOBB,JACOB BROS. CONSTRUCTION INC.,3399 - 189TH STREET SURREY  BC  V3Z 1A7,6044510303,2018-08-22 15:07:58,49.0627393,-122.7010933
SPRING,SPRING OLIVE DEVELOPMENT INC,UNIT 201 - 700 MARINE DRIVE NORTH VANCOUVER  BC V7M 1H3,6043394414,2018-10-10 13:36:38,49.32051329999999,-123.0917827
LOCKBL,LOCK-BLOCK LTD.,13171 MITCHELL ROAD RICHMOND  BC  V6V 1M7,6043259161,2018-10-23 13:11:36,49.2059035,-123.0739962
MORINW,MORINWOOD MFG INC,2049 KEATING CROSS ROAD VICTORIA  BC V8M 2A5,2504790581,2018-08-27 15:25:38,48.5647521,-123.4149209
FORWA1,FORWARD 1 CONSTRUCTION,8791 COOPER ROAD RICHMOND  BC  V6Y 2M6,6042777055,2018-08-22 12:31:22,49.1503783,-123.127288
WADCON,WADSLEY CONSULTING (BAYSWATER PROJECTS LTD.),2543 BALACLAVA STREET VANCOUVER  BC V6K 4C9,6047200603,2018-08-28 11:16:01,49.26344,-123.174332
JFSFOR,JFS FORM WORK,UNIT 315 11671 7TH AVENUE RICHMOND  BC V7E 4X2,6046168936,2018-08-22 15:10:16,49.12752889999999,-123.192215
DPCWIN,DPC WINDOW & DOORS INC.,11673 84 AVENUE DELTA  BC  V4C 1C7,7788989048,2019-07-24 13:12:17,49.1560982,-122.8995121
POTLUC,POTLUCK CAFE,20 WEST HASTINGS STREET VANCOUVER  BC V6B 1G6,6043142611,2019-01-16 12:18:09,49.2815518,-123.1054336
PAULPH,PAUL PHILLIPS,1337 MILL STREET NORTH VANCOUVER  BC  V7K 1V5,6043516415,2018-08-28 07:34:26,49.349566,-123.0367241
CANJER,CANADIAN JERKY COMPANY LTD.,UNIT 2 - 2133 191 STREET SURREY  BC  V3S 3M3,6045608530,2018-08-22 10:28:22,49.0403834,-122.6950168
CLEANS,CLEAN START JUNK REMOVAL,210 - 3989 HENNING DRIVE BURNABY  BC  V5C 6P8,6049925316,2018-08-22 10:49:23,49.2645428,-123.0171872
CLEARV,CLEARVIEW DEMOLITION LTD.,18960 - 34A AVENUE SURREY  BC  V3Z 1A7,6045353026,2019-01-08 15:11:00,49.0640244,-122.6988341
JATECE,JATEC ELECTRIC LTD.,100  2304 - 119 AVENUE NE EDMONTON  AB  T6S 1B3,7826289973,2018-08-22 15:09:04,53.573016,-113.310841
ANENDA,ANENDA SYSTEMS INC.,1278 CLIVEDEN AVENUE DELTA  BC  V3M 6G4,7789548648,2018-08-22 09:55:06,49.1691071,-122.9540502
CTMCOA,CTM COASTAL TRAFFIC MANAGEMENT INC.,3690 EAST 47TH AVENUE VANCOUVER  BC  V5S 1E4,6048139006,2018-08-22 10:54:43,49.22620149999999,-123.0238984
PLATIN,PLATINUM PRO-CLAIM,13880 MAYFIELD PLACE RICHMOND  BC  V6V 2E4,7788367261,2018-08-28 07:51:01,49.18119,-123.069835
PARALL,PARALLEL 49 BREWING CO.,1950 TRIUMPH STREET VANCOUVER  BC  V5T 1K5,6043493224,2019-01-14 10:15:52,49.28369960000001,-123.0643421
NSCPDE,NSCP DESIGN BUILD LP,230 - 4311 VIKING WAY RICHMOND  BC  V6V 2K9,7789512429,2019-05-22 16:55:13,49.1915109,-123.0738827
COWRYC,COWRY CABINETS INC.,120 - 3971 NO. 6 ROAD RICHMOND  BC  V6V 1P6,8889131358,2018-08-22 10:53:58,49.1802077,-123.0695904
PRECES,PRECISE ESTIMATIONS,1401 - 1498 HARWOOD STREET VANCOUVER  BC  V6G 1X6,6043490339,2018-08-28 07:54:17,49.2827753,-123.1396409
BCHOPC,BC HOP COMPANY,1905 COLE ROAD ABBOTSFORD  BC  V3G 1T3,6048257396,2018-08-22 10:06:00,49.036336,-122.18414
BCOUTF,BC OUTDOOR FLOORING,1000 PARKER STREET VANCOUVER  BC V6A 2H2,7786891600,2018-09-06 17:17:20,49.27551159999999,-123.0800114
RCSTEC,ROCKY'S CONCRETE SOIL TECHNOLOGY,1 - 1680 LLOYD AVE NORTH VANCOUVER  BC V7P 2N6,7788985232,2019-11-01 16:28:21,49.3245093,-123.1047164
TITFIR,TITAN FIRE PROTECTION LTD,104 - 197 FORESTER STREET NORTH VANCOUVER BC V7H 0A6,6047216594,2018-10-22 15:32:45,49.30577450000001,-123.0106888
WINMA1,WINMAR RESTORATION,7930 130 STREET  SURREY  BC V3W 0H7,6044336000,2019-07-10 14:39:19,49.146998,-122.8619599
FABWEL,FABWELL INDUSTRIES INC.,8760 RIVER ROAD DELTA  BC V4G 1B5,6042299647,2018-08-22 12:28:44,49.1529004,-122.9804633
KINDR1,KINDRED CONSTRUCTION,3035 WEST 7TH AVENUE  VANCOUVER  BC V6K 1Z7,6047364847,2018-09-18 13:57:47,49.2659329,-123.1729236
ACCIVI,AC CIVIL CONTRACTING,300 - 4180 LOUGHEED HIGHWAY BURNABY  BC  V5C 6A7,6042998328,2019-05-14 10:33:56,49.265405,-123.011037
HAVON1,HAVONA CONTRACTING LTD,9780 GENERAL CURRIE ROAD  RICHMOND  BC V6Y 2S7,,2018-11-26 13:13:18,49.159167,-123.1156534
ATIRA1,ATIRA WOMEN'S RESOURCE SOCIETY,101 EAST CORDOVA STREET  VANCOUVER  BC V6A 1K7,6043311407,2018-02-07 09:35:03,49.2825526,-123.1017714
X3CONS,X3 CONSTRUCTORS INC.,125 - 998 HARBOURSIDE DRIVE NORTH VANCOUVER  BC  V7P 3T2,7788778418,2018-09-04 10:51:00,49.3151567,-123.1007738
COAST2,COASTLINE DEVELOPMENT,5A - 1225 EAST KEITH ROAD NORTH VANCOUVER  BC  V7J 1J3,7782284208,2019-10-16 12:53:17,49.3126074,-123.0389696
STANH1,STANHOPE PROJECTS,3111 HIGHLAND DRIVE  NORTH VANCOUVER  BC V7R 2X5,6047702210,2018-11-13 13:43:24,49.3378072,-123.1017074
SEVCOF,SEVCO FOODS,#180-4611 VIKING WAY RICHMOND  BC  V6V 2K9.,6043013070,2018-10-12 11:23:19,,
EDGESA,EDGESAFE SYSTEMS LTD.,2320B ROGERS AVENUE COQUITLAM  BC  V3K 5X7,7789914059,2019-11-19 14:37:00,49.2241384,-122.8278
KEKINO,KEKINOW NATIVE HOUSING SOCIETY,1014 - 7445 132ND STREET SURREY  BC  V3W 1J8,6045915299,2018-09-04 12:07:47,49.1368229,-122.8567487
FURTAD,FURTADO CONTRACTING LTD.,4032 RUMBLE STREET BURNABY  BC  V5J 1Z6,7788282982,2019-07-19 14:22:09,49.2145906,-123.0143496
COAST1,COAST MOUNTAIN ROOF LTD,#3 - 7228 WINSTON STREET  BURNABY  BC V5A 3R1,,2018-02-07 09:52:48,,
KANIN1,KANIN CONSTRUCTION MANAGEMENT,UNIT 101 - 19162 22 AVENUE SURREY  BC  V3S 3S6,6043851363,2018-08-22 14:47:21,49.0414314,-122.6927527
SHUKS1,SHUKSAN CONTRACTING LTD.,205 18428 53RD AVENUE   SURREY  BC V3S 7A4,6045757790,2017-07-10 17:39:49,49.0985937,-122.7117474
OHARA1,O'HARA HOLDINGS INC.,116 - 260 - 16TH STREET EAST  NORTH VANCOUVER  BC V7L 2S9,7783863169,2018-02-07 10:19:55,49.3232736,-123.0667361
PARKS,PARK STEWARDSHIP PROGRAM,57 EAST HASTINGS ST VANCOUVER  BC V6A 0A7 AUSTIN LUI (EW),6046204587,2019-01-16 15:51:57,49.2815806,-123.1030879
MAINGR,MAINLAND GROUP OF COMPANIES,206 - 12899 80 AVENUE SURREY  BC  V3W 0E6,6045915599,2018-08-22 12:46:26,49.1494109,-122.8643334
ARADEV,ARAGON DEVELOPMENT CORP.,201 - 1628 WEST 1ST AVENUE VANCOUVER  BC  V6J 1G1,6047326170,2019-10-23 10:37:54,49.2702633,-123.1414438
HELUX1,HELUX ENVIRONMENTAL SERVICES INC.,179 5489 BYRNE ROAD BURNABY  BC V5J 3J1,6044545060,2018-08-22 14:01:55,49.2012958,-122.9848035
ALPHA1,ALPHA DRYWALL,2650 PITT RIVER ROAD PORT COQUITLAM  BC  V3C 1R9,6047701477,2018-07-02 12:24:46,49.2521771,-122.7918926
SUNVAL,SUN VALLEY MASONRY INC.,#3A - 33790 INDUSTRIAL AVENUE ABBOTSFORD  BC  V2S 7T9,6048534263,2018-09-26 15:29:30,,
AXIOM,AXIOM BUILDERS INC,1100 - 838 W. HASTINGS STREET VANCOUVER  BC V6C 1C8,6044335711,2019-04-02 08:05:15,49.287947,-123.119771
