Customer,TermsCode,CustomerName,Address,Cityline,Contact,Phone,DiscountType,SalesCode,DateLastActive,Taxable,SalesTaxExemptNo,InvoiceTaxExemptNo,CreditLimit,YTDInterest,YTDSales,Balance,PrintStatement,CustomerType,InvoiceFormat,DefaultOtFactor,SuspendService,CustSetupBy,CustSetupDate,Fax,EmailAddress,LocationId,ShareAcrossLocations,Locality,ETimeCardStyle,Website
VICTO1,A,VICTOR ERIC PREMIUM HOMES LTD,15 EAST 3RD AVENUE ,VANCOUVER, BC V5T 1C5,,6046770021,,,2019-07-05 00:00:00,False,,,5000,0,2001.9,0,True,O,A,50,False,ACCREC1,2018-02-07 10:35:52,,PAYABLE@VICTORERIC.COM, JASUNCION@VICTORERIC.COM,1,False,,0,
DOZYN,A,DOZYN DEZYN PROPERTIES,321 - 13290 78TH AVENUE,SURREY, BC V3W 0H6,,6045945671,,SUR,2017-02-24 00:00:00,True,,,1000,0,958.8,0,True,O,A,50,False,ACCREC1,2018-08-22 11:01:16,6045942012,OFFICE@DDPROPERTIES.CA,1,False,,0,
JOHNHO,A,JOHN HOWARD SOCIETY,763 KINGSWAY AVENUE,VANCOUVER, BC V5V 3C2,,7788899981,,,2017-04-28 00:00:00,True,,,2000,0,676.59,0,True,O,A,50,False,ACCREC1,2018-08-22 15:11:15,,INVOICES@JHSLMBC.CA,1,False,,0,
PARAM1,A,PARAMAX HOMES ,16036 - 617 BELMONT STREET,DELTA, BC V3M 5Z8,,6042812232,,,2017-08-11 00:00:00,False,,,10000,0,11751.28,0,True,O,A,50,False,ACCREC1,2018-02-07 10:21:36,,ACCOUNTING@PARAMAXHOMES.COM,1,False,,0,
DENTTR,A,DENTAL TRIBUNE AMERICA,116 WEST 23RD STREET, STE#500,NEW YORK, NY   10011,,2122447181,,MS,2017-10-06 00:00:00,True,,,2000,0,1680.56,0,True,O,A,50,False,ACCREC1,2018-08-22 10:56:54,2122447185,N.SINGH@DENTAL-TRIBUNE.COM,1,False,,0,
PRECWA,A,PRECISION WAY PROJECTS LTD.,882 EAST 19TH AVENUE,VANCOUVER, BC  V5V 1K5,,6047906676,,,2019-08-02 00:00:00,True,,,2000,0,7857.99,0,True,O,A,50,False,ACCREC1,2018-08-28 07:56:21,,PRECISION.WAY.PROJECTS@GMAIL.COM,1,False,,0,
WALLC1,A,WALL CENTRE CONSTRUCTION LTD.,3502 - 1088 BURRARD STREET ,VANCOUVER, BC V6Z 2R9,,6048937326,,DOUG,2019-02-01 00:00:00,False,,,100000,0,948.12,0,True,O,A,50,False,FOFFICE2,2018-03-22 14:03:21,,AP@WALLCENTRE.COM,1,False,,0,
SPIRCO,A,SPIRE CONSTRUCTION INC.,#106 - 7088 VENTURE STREET,DELTA, BC  V4G 1H5,,6043686032,,,2020-03-13 00:00:00,True,,,20000,0,25919.26,0,True,O,G,50,False,BOFFICE1,2019-06-17 14:31:25,,ACCOUNTSPAYABLE@SPIREDEVELOPMENT.CA,1,False,,0,
UPPCAN,A,UPPER CANADA SPECIALTY HARDWARE LTD.,4307 CANADA WAY,BURNABY, BC   V5G 4J9,,6047645607,,,2017-08-18 00:00:00,True,,,5000,0,2622.19,0,True,O,A,50,False,ACCREC1,2018-08-28 10:59:23,,AP@UCSH.COM,1,False,,0,JASONL@UCSH.COM
ISLEMA,A,ISLE OF MANN CONSTRUCTION LTD.,304 - 15292 CROYDON DRIVE,SURREY, BC V3Z 0Z5,,7788922421,,SBRA,2018-05-11 00:00:00,True,,,5000,0,505,0,True,O,A,50,False,ACCREC1,2018-08-22 14:28:51,,MAY.PUNO@IOMPROPERTYGROUP.COM,1,False,,0,ADMIN@ISLEOFMANN.CA
SKILCA,A,SKILLS CANADA BC,3777 KINGSWAY,BURNABY, BC  V5H 3Z7,,,,,2017-04-13 00:00:00,True,,,1000,0,87.8,0,True,O,A,50,False,MICHELLE,2019-07-18 13:42:00,,RENE@SKILLSCANADA.BC.CA,1,False,,0,
ABROOF,A,ABSOLUTE ROOF SOLUTIONS INC.,1269 - 224 STREET,LANGLEY, BC  V2Z 2W7,,6042630343,,,2017-11-03 00:00:00,True,,,2000,0,8325.38,0,True,O,A,50,False,ACCREC1,2018-08-22 09:44:58,,BILLING@KERRCONSTRUCTION.CA,1,False,,0,
BOLDE1,A,BOLD EVENT CREATIVE ,7570 CONRAD STREET ,BURNABY, BC V5A 2H7,,6044377677,,,2017-07-28 00:00:00,False,,,2000,0,629.32,0,True,O,A,50,False,ACCREC1,2018-02-07 09:48:17,,AUBIN@BOLDEVENTCREATIVE.COM,1,False,,0,
CMENV1,A,CM ENVIRONMENTAL INC,104- 8136 130 STREET ,SURREY, BC V3W 8J9,,,,,,False,,,0,0,0,0,True,O,A,50,False,ACCREC1,2018-02-07 09:52:41,,DAN@CMENVIRONMENTAL.CA,1,False,,0,
ARBELL,A,A & R BELLEY INC.,1035 PANNETON STREET,SHERBROOKE, QC  J1K 2B3,,8663417203,,,2018-03-29 00:00:00,True,,,1500,0,141.49,0,True,O,A,50,False,ACCREC1,2018-08-22 09:57:29,,EMCDONALD@BELLEY.NET,1,False,,0,
HYDROT,A,HYDRO TECH POWER WASHING INC.,7327 PANDORA STREET,BURNABY, BC  V5A 1B8,,7789286768,,,2018-08-22 00:00:00,True,,,0,0,0,0,True,O,A,50,False,ACCREC1,2018-08-22 14:22:05,,HYDROTECH-POWERWASHING@HOTMAIL.COM,1,False,,0,
DAWNC1,A,DAWN CONSTRUCTION,UNIT 105 18418 53RD AVENUE ,SURREY, BC V3S 7A4,,6045762711,,,,False,,,0,0,0,0,True,O,A,50,False,ACCREC1,2018-02-07 09:53:43,6045762717,PJOHNSON@DAWNCONSTRUCTION.COM,1,False,,0,
ZONIN1,A,ZONING CONSTRUCTION LTD.,151 - 10090 152ND STREET ,SURREY, BC V3R 8X8,,6048617197,,DOUG,2017-03-24 00:00:00,False,,,10000,0,1966.12,0,True,O,A,50,True,SUPER,2017-07-10 17:49:22,,DANNYPARADIS@ZONINGCONSTRUCTION.COM, JOSIANEFORTIN@ZONINGCONSTRUCTION.COM,1,False,,0,
DNPCO1,A,DNP CONSTRUCTION,7099 195A STREET ,SURREY, BC V4N 5Z3,,,,,,False,,,0,0,0,0,True,O,A,50,False,MNOZICK,2017-06-19 16:25:28,,,1,False,,0,
DIVIS1,A,DIVISION 2 - DO NOT USE,10553 120TH STREET ,SURREY, BC V3V 4G5,,6045894663,,,2017-07-21 00:00:00,False,,,0,0,773.46,0,False,O,A,50,True,ACCREC1,2020-03-09 09:46:43,,,1,False,,0,
CYCDE1,A,CYC DESIGN CORPORATION,2772 NATAL STREET,VANCOUVER, BC  V5M 2H1,,6043658598,,,2019-03-08 00:00:00,False,,,10000,0,598.76,0,True,O,A,50,False,ACCREC1,2018-08-22 10:55:19,,GARY.WANG@CYCDESIGNCORP.COM,1,False,,0,
HCCOLD,A,HC COLD STORAGE INC.,21771 FRASERWOOD HIGHWAY,RICHMOND, BC V6W 1J5,,6044739333,,,2020-03-06 00:00:00,True,,,5000,0,5180.97,0,True,O,A,50,False,FRANCK,2019-01-17 00:00:00,,BRIAN@HCOLD.COM; HAN@HCOLD.COM; ACCOUNTING@HCOLD.COM,2,False,,0,
ROYDEN,A,ROY DENNIS ROOFING (2005) LTD.,2420 VISCOUNT WAY,RICHMOND, BC  V6V 1N1,,6042780442,,SURR,2020-02-28 00:00:00,True,,,5000,0,1673.8,0,True,O,A,50,False,BOFFICE1,2019-09-10 10:48:56,6042788214,ADMIN@ROYDENNISROOFING.COM ; SHAYNE@ROYDENNISROOFING.COM,1,False,,0,
BELPRO,A,BELFOR PROPERTY RESTORATION,3300 BRIDGEWAY STREET,VANCOUVER, BC  V5K 1H9,,7788470315,,,2019-04-12 00:00:00,True,,,20000,0,7550.29,0,True,O,A,50,False,ACCREC1,2018-08-22 10:09:31,,VANCOUVERAP@CA.BELFOR.COM,1,False,,0,
EZEKCO,A,EZEKIEL CONTRACTING INC.,10343 240A STREET,MAPLE RIDGE, BC V2W 0G4,,6044014697,,DOUG,2018-10-12 00:00:00,True,,,0,0,3424.71,0,True,O,A,50,True,ACCREC1,2018-09-25 12:08:31,,M.P.EZEKIEL1@GMAIL.COM,1,False,,0,
HORIZL,A,HORIZON LANDSCAPE CONTRACTORS,4104 - 232 STREET,LANGLEY, BC  V2Z 2K2,,6045339757,,,2017-11-03 00:00:00,True,,,2000,0,4554.63,0,True,O,A,50,False,ACCREC1,2018-08-22 14:05:24,,AP@HORIZONLANDSCAPE.CA,1,False,,0,
STAGE3,A,STAGE 3 RENEWABLES INC.,11882 SYLVESTER ROAD,MISSION, BC  V2V 4J1,,6045187105,,,2017-09-15 00:00:00,True,,,0,0,457,0,True,O,A,50,False,ACCREC1,2018-08-28 10:42:20,,JDUNKLEY@STAGE3RENEWABLES.COM,1,False,,0,INFO@STAGE3RENEWABLES.COM
PROCAN,A,PRO-CAN CONSTRUCTION GROUP CORP.,117 - 3993 HENNING DRIVE,BURNABY, BC  V5C 6P7,,6048756388,,,2018-10-05 00:00:00,True,,,20000,0,36025.95,0,True,O,A,50,False,ACCREC1,2018-08-28 07:58:00,,INVOICES@PROCANGROUP.COM,1,False,,0,
TIDALL,A,TIDAL LIVING,77 EAST HASTINGS STREET,VANCOUVER, BC  V6A 1M9,,7786869566,,,2017-06-30 00:00:00,True,,,2000,0,485.1,0,True,O,A,50,False,ACCREC1,2018-08-28 10:53:17,,GRAHAM@TIDALLIVING.CA; LETSBEFRANK@MAC.COM; D.KINGTON@TIDALLIVING.CA,1,False,,0,
17BLAC,A,17 BLACK ENTERTAINMENT LTD.,1573 ARBORDALE AVENUE,VICTORIA, BC  V8N 5J1,,2508914137,,,2018-08-10 00:00:00,True,,,2000,0,287.4,0,True,O,A,50,False,ACCREC1,2018-08-14 09:02:25,,GINA@17BLACKEVENTS.COM, LARA@17BLACKEVENTS.COM,1,False,,0,
SIMAL,A,SIMALEX MANUFACTURING CO. LTD.,19622 TELEGRAPH TRAIL,LANGLEY, BC  V1M 3E5,,6048881212,,SURR,2018-10-26 00:00:00,True,,,5000,0,12946.34,0,True,O,A,50,False,ACCREC1,2018-08-28 10:32:08,,ADMIN@SIMALEX.COM,1,False,,0,
THAIUN,A,THAI UNITED FOOD TRADING LTD.,#2 - 7978 NORTH FRASER WAY,BURNABY, BC  V5J 0C7,,6044374933,,,2017-10-06 00:00:00,True,,,2000,0,598.52,0,True,O,A,50,False,ACCREC1,2018-08-28 10:50:38,,STELLA.H@THAI-UNITED.COM,1,False,,0,
MINIMI,A,MINI MICRO SUPPLY INC. CANADA,524 GORDON BAKER ROAD,TORONTO, ON  M2H 3B4,,9053057671,,,2017-07-14 00:00:00,True,,,1000,0,175.6,0,True,O,A,50,False,ACCREC1,2018-08-22 15:41:03,,ACCOUNTING@MINIMICROS.COM; HENRYH@MINIMICROS.COM,1,False,,0,
GRCCOL,A,GRC COLUMBIA ROOFING,PO BOX 10078, 3600 - 248TH ST,ALDERGROVE, BC  V4W 1Y8,,6048304168,,,2018-05-11 00:00:00,True,,,3000,0,115.8,0,True,O,A,50,False,ACCREC1,2018-08-22 13:41:18,,TARA@GRCCOLUMBIA.CA,1,False,,0,
BRALIV,A,BRANDLIVE MANAGEMENT,308 - 611 ALEXANDER STREET,VANCOUVER, BC V6A 1E1,,6047837134,,,2017-07-28 00:00:00,True,,,1000,0,592.67,0,True,O,A,50,False,ACCREC1,2018-08-22 10:23:28,,RMANJ@BRANDLIVEGROUP.COM,1,False,,0,
PARQVA,A,PARQ VANCOUVER,220 - 858 BEATTY STREET,VANCOUVER, BC  V6B 1C1,,6046837277,,,2017-10-20 00:00:00,True,,,8000,0,49338.14,0,True,O,A,50,False,ACCREC1,2018-08-28 07:34:00,,ACCOUNTING@PARQVANCOUVER.COM,1,False,,0,
ATIRA3,A,ATIRA DEVELOPMENT SOCIETY,201 - 190 ALEXANDER STREET,VANCOUVER, BC  V6A 1B5,,6046831256,,,2017-09-15 00:00:00,True,,,5000,0,3389.51,0,True,O,A,50,False,ACCREC1,2018-08-22 10:01:10,,CCOORE@CRESSEY.COM,1,False,,0,
SPACEI,A,SPACE IN TIME PROJECT MANAGEMENT LTD.,2250 - 1055 WEST GEORGIA ST,VANCOUVER, BC  V6P 3E3,,6043660868,,,2019-03-29 00:00:00,True,,,5000,0,359.25,0,True,O,A,50,False,ACCREC1,2018-08-28 10:35:25,,ROBBY@SPACEINTIME.CO,1,False,,0,
DAMACO,A,DAMA CONSTRUCTION,117 LINDSAY AVENUE,DORVAL, QUEBEC  H9H 2S6,,5146361676,,,2019-10-18 00:00:00,True,,,5000,0,4485.6,0,True,O,G,50,False,BOFFICE1,2019-05-22 16:02:08,,PAYABLES@DAMACONSTRUCTION.COM,1,False,,0,
LIONSG,A,LIONS GATE EXCAVATION,#202 - 1525 WEST 8TH AVENUE,VANCOUVER, BC  V6J 1T5,,7789953298,,,2018-08-28 00:00:00,True,,,0,0,0,0,True,O,A,50,False,ACCREC1,2018-08-28 13:08:41,,REZA@LGEXCAVATION.COM,1,False,,0,
TRILCO,A,TRILLIUM PROJECT MANAGEMENT LTD.,1525 W. 8TH AVENUE, SUITE 104,VANCOUVER, BC  V6J 1T5,,6047140904,,,2019-05-17 00:00:00,True,,,5000,0,10450.35,0,True,O,A,50,False,ACCREC1,2018-12-10 08:00:32,6047140954,UTE@TRILLIUMPROJECTS.COM; ACCOUNTING@TRILLIUMPROJECTS.COM,1,False,,0,
JLCUST,A,JL CUSTOM CONSTRUCTION LTD.,501 SEVENTH AVENUE,NEW WESTMINSTER, BC  V3L 1W8,,6047251856,,,2018-10-12 00:00:00,True,,,5000,0,658.63,0,False,O,A,50,False,ACCREC1,2018-12-05 11:54:09,,JLCUSTOM@SHAW.CA,1,False,,0,
AMCDEV,A,AMC PROJECT MANAGEMENT LTD.,300 - 1275 W. 6TH AVENUE,VANCOUVER, BC V6H 1A6,,6047879855,,,2019-01-25 00:00:00,True,,,2000,0,718.5,0,True,O,A,50,False,ACCREC1,2018-12-11 12:00:51,,DJ@AMCDEVELOPMENT.COM,1,False,,0,
GATETH,A,GATEWAY THEATRE,6500 GILBERT ROAD,RICHMOND, BC  V7C 3V4,,6042474982,,,2019-10-04 00:00:00,True,,,0,0,314.63,0,True,O,A,50,False,ACCREC1,2018-08-22 13:35:42,,ACCOUNTING@GATEWAYTHEATRE.COM; JCHUNG@GATEWAYTHEATRE.COM,1,False,,0,
DURSEA,A,DURA SEAL LTD,306 - 2071 KINGSWAY AVENUE,PORT COQUITLAM, BC  V3C 6N2,,6044721919,,,2017-10-20 00:00:00,True,,,10000,0,4269.31,0,True,O,A,50,False,ACCREC1,2018-08-22 12:21:27,6044721917,EFENG@DURASEAL.CA; NIKI@DURASEAL.CA,1,False,,0,DNICA@DURASEAL.CA
SPRTRA,A,SPR TRAFFIC SERVICES LP,2895 WESTSHORE PARKWAY,VICTORIA, BC  V9B 0B2,,6044173881,,,2017-10-13 00:00:00,True,,,5000,0,1149.6,0,True,O,A,50,False,ACCREC1,2018-08-28 10:39:20,,ACCOUNTSPAYABLE@MAINROAD.CA; ADRAPER@SPRTRAFFIC.CA,1,False,,0,
VANMAN,A,VANCOUVER MANSIONS,3016 163 STREET,SURREY, BC  V3Z 0E3,,6043589406,,SURR,2020-03-13 00:00:00,True,,,12000,0,2161.85,0,True,O,A,50,False,ACCREC1,2020-03-20 14:04:47,,VANCOUVERMANSIONS@GMAIL.COM,2,False,,0,
RELFLA,A,RELIABLE FLAGGING SERVICES LTD,260 - 22529 LOUGHEED HWY #1112,MAPLE RIDGE, BC  V2X 0T5,,6048680621,,,2018-03-29 00:00:00,True,,,0,0,848.93,0,True,O,A,50,True,ACCREC1,2019-06-05 12:13:08,,RELIABLEFLAGGINGSERVICES@GMAIL.COM,1,False,,0,
BUCKWE,A,BUCKWOLD WESTERN LTD,10207 NORDEL COURT,DELTA, BC  V4G 1J9,,6045832355,,,2018-11-16 00:00:00,True,,,5000,0,3578.58,0,True,O,A,50,False,ACCREC1,2018-11-20 14:05:11,,JSMITH@BUCKWOLD.COM,1,False,,0,
GALLCO,A,GALLAGHER CONSTRUCTION INC.,2007 - 2655 BEDFORD STREET,PORT COQUITLAM, BC  V3C 0B8,,7783234891,,,2018-03-23 00:00:00,True,,,2000,0,680.46,0,True,O,A,50,False,ACCREC1,2018-08-22 13:35:19,,ALISON@GALLAGHERCONSTRUCTION.CA,1,False,,0,KEITH@GALLAGHERCONSTRUCTION.CA
CANUFL,A,CANUCK FLAGGING GROUP INC.,UNIT 356 - 8158  128 STREET,SURREY, BC  V3W 1R1,,6047645700,,,2019-06-21 00:00:00,True,,,0,0,8330.25,0,True,O,A,50,True,ACCREC1,2019-07-10 10:45:36,,ACCOUNTS@CANUCKSECURITY.COM; INFO@CANUCKFLAGGINGGROUP.COM,1,False,,0,
CHAIRD,A,CHAIR DECOR ETC LTD.,99 ROWNTREE DAIRY ROAD,WOODBRIDGE, ON L4L 6C8,,9058514007,,,2017-11-10 00:00:00,True,,,2000,0,461.58,0,True,O,A,50,False,ACCREC1,2018-08-22 10:44:32,,LIZ@CHAIRDECOR.COM,1,False,,0,
VANWHI,A,VANCOUVER WHITECAPS FC LP,550 - 375 WATER STREET,VANCOUVER, BC  V6B 5C6,,6046699283,,,2019-05-31 00:00:00,True,,,5000,0,3532.9,0,True,O,A,50,False,ACCREC1,2018-08-28 11:05:35,,AP@WHITECAPSFC.COM,1,False,,0,
WESPEA,A,WESTPEAK DEVELOPMENTS,825 DRAYTON STREET,NORTH VANCOUVER, BC V7L 2C2,,7788737268,,,2017-12-29 00:00:00,True,,,2000,0,926,0,True,O,A,50,False,ACCREC1,2019-04-02 08:28:19,,ANGENI@WESTPEAKDEVELOPMENTS.COM,1,False,,5,
